tweet,sentiment,polarity_score
"RT   you are a paid democrat operative  he needs to disclose his ties to the DNC, Clintons and CF. #CNN fake &amp; drop…",negative,-0.5
#politics Clinton: 'I had a pretty long day yesterday',positive,0.1
"'#SickHillary refuses to answer question about concussion, walks away. #LaueringTheBar  ",neutral,0.0
"RT  Trump doesn't just live in these people's head, he has built a tower. They say his name more than Hillary's.",positive,0.3181818181818182
RT  No surprise hear CNN give crooked Hillary top marks for debate pathetic biased coverage CNN,negative,-0.16666666666666666
#Clinton outspends all rivals in building campaign juggernaut. She's really good at spendings! ,positive,0.875
"Clinton's ideas on race draw applause, protest on same day  #politics",neutral,0.0
RT  will AG Lynch be questioned on this bombshell she obstructed justice?  #comeyday #comeyhearing #Fraud #Obama #Hillary http…,neutral,0.0
RT  #HillaryClinton. Will. Never. Be. President. #Never #NotEver ,neutral,0.0
RT  Michelle Obama torches Hillary Clinton. 🔥🔥🔥 ,neutral,0.0
RT  NEW #polls  7/19 ■ECONOM: Clinton +4 ■CNN: C +7 ■NBC: C +5 ■REUTERS: C +12 ■ABC: Clinton +4 ■AP: Clinton +4 ■RASMUSSEN:…,positive,0.13636363636363635
The Clintons and Their Balloons: A Love Story  #politics,positive,0.5
RT  Hillary Clearly Lives Above The Law - Patriot Tribune ,positive,0.05000000000000001
RT  BREAKING: WARRANT JUST ISSUED FOR HILLARY CLINTON’S TOP AIDE HUMA ABEDINS EMAILS #TrumpStrong #MAGA3X #draintheswamp https:…,positive,0.5
"RT  Part of the CLINTON CRIMINAL ENTERPRISE, must be stopped #StopCriminalClinton   2016 ",negative,-0.4
Sanders' West Virginia win makes up little ground on Clinton ,positive,0.30625
RT  Judge Jeanine – Black Dems Go To Prison For Less Than Clinton Crimes  ,negative,-0.16666666666666666
Orion Township students test Clinton River water quality in Rochester Hills  ,neutral,0.0
RT  I wonder how long before #ZombieHillary blames the #NYCExplosion on Putin  -  and that cartoon frog.,negative,-0.05
"RT  Here's a super genius who didn't learn a single damn thing from team Obama/Hillary/CIA's ""A YouTube video did it!"" scam…",positive,0.12202380952380952
RT  Obama/Hillary doubled the debt &amp; will pass it on to our children (RINO Rep. you to) -- pathetic ,negative,-1.0
RT  Double trouble? IRS lawyer now heads Clinton email production ,negative,-0.1
#DNCinPHL has started so as our game! Let's imagine #IfHillaryBecomesPresident and have fun! ,negative,-0.0625
Clinton jabs Trump in first major post-election speech  ,positive,0.15625
‘Will &amp; Grace’ stars reunite for pro-Clinton video  #news,neutral,0.0
"RT  ""We Got Played"" WE the People Got ""PLAYED""  By CNN Endorsement &amp; Promotion of OBAMA &amp; Clinton. Now it's OUR Turn ! http…",neutral,0.0
#ImVotingBecause #TrumpPence16  is 100 times better for our country than Hillary ever WAS.  #TrumpForPresident,positive,0.5
RT  My Poor Little Rich Girl column on Chelsea Clinton &amp; her media cheerleaders in  today:  h…,negative,-0.07083333333333335
RT  6 precincts flipped a coin to assign a delegate. Hillary won all. if Bernie had got 50% he'd have won  ,neutral,0.0
"In Bucks stop, Pence hails new FBI probe into Clinton emails ",positive,0.13636363636363635
"RT  Your name is Bill? No, I only like Dollar Bills. #HillaryPickUpLines",neutral,0.0
RT     Poll: Trump leads Clinton by 2 nationally ,neutral,0.0
"RT  Linda Tripp Reopens Vince Foster, Travelgate, Whitewater Scandals! #HillarysScandals  ",neutral,0.0
RT  WATCH: Hillary Says She Can’t Be Investigated Because It’s An ‘Abuse Of Power’ ,neutral,0.0
"RT  #ThingsHillaryGoogles My top 5 achievements: #Google: 404 Error: ""Nothing Found""",positive,0.5
RT  Clinton has not been seen in public since Wednesday. WHERE IS SHE? ,neutral,0.0
RT  Bill Clinton trolls Trump: 'We just learned that the Clinton Center has been bugged' #TCOT #WakeUpAmerica ,negative,-0.1
Same for Hillary. ,neutral,0.0
RT  TRAVELGATE and more to come! Don't let corruption WIN!  Indict Hillary Nov 8th! ,positive,0.8125
RT  WATCH: Hillary Clinton saying in 2000 that She doesn't like emails because you can't hide it from investigators. ,neutral,0.0
RT  #ThingsMoreTrustedThanHillary presents from strangers,neutral,0.0
RT  United Snakes of America #HillaryForPrison #ObamaForPrison #SorosForPrison ,neutral,0.0
RT  How many shots before the next #ClintonCollapse....   #DrunkerHistory ,positive,0.25
RT  It's Official: Clinton's Popular Vote Win Came Entirely From California ,positive,0.4666666666666666
#ThingsIWontBelieve Hillary couldn't help our people in Benghazi,neutral,0.0
RT  Appeals court says probe into Clinton emails was not sufficient; invites Trump’s AG to revive scandal ,neutral,0.0
The Latest: Bill and Hillary Clinton hold joint appearances  #politics,positive,0.5
RT  Second presidential #debate:  Follow  for live updates #TrumpVsClinton  ,positive,0.06818181818181818
RT   Where was the #MSM when #CrookedHillary didn't hold a press conference for MONTHS?,neutral,0.0
Hillary Clinton to hold campaign rally at CMU  #local,neutral,0.0
Boehner: Obama needs Clinton on trade  #politics,neutral,0.0
RT  Russian Bank Documents Indicate Hillary Clinton &amp; John Podesta Should Answer About Their Ties to Russia ,neutral,0.0
Clinton criticizes House GOP budget plan  #politics,neutral,0.0
Trump's son met Russian lawyer after promise of information on Clinton: NY Times ,neutral,0.0
RT  #Clinton #Foundation $20 #million mystery... ,neutral,0.0
#politics Clinton to speak on Rosa Parks arrest at Alabama church,negative,-0.05
RT  Hillary Bots are out in Full Force. Do not let these pathetic paid trolls silence you! Keep speaking out. We got this! #MAGA #d…,negative,-0.325
"In a year of outsider angst, Clinton seeks inside lane  #politics",neutral,0.0
#politics Political Blotter: GOP blasts Hillary Clinton for donor with Solyndra ties,neutral,0.0
"RT  When Hillary faces Big Legal trouble, medical ailments appear. Passed out hit head: Can't testify on Benghazi. Uranium…",neutral,0.0
RT  Chelsea Clinton: I Left the Church When I Was 6 Because It Opposed Abortion  ,neutral,0.0
RT  PRESIDENTIAL Giuliani: I would indict Clinton Foundation as 'racketeering enterprise'. Do you agree?  #ma4t  ,neutral,0.0
RT  SOURCE CONFIRMS HILLARY'S 911 COLLAPSE STAGED  via ,neutral,0.0
RT  'Hillary is such a hack': The Clinton campaign is now the self-proclaimed 'champion' of fast food workers ,positive,0.1
Hillary Rodham Clinton #WorstPainEverIn3Words ,neutral,0.0
RT  Ryan Lochte at a gas station. #ThingsMoreTrustedThanHillary,neutral,0.0
#politics Live updates from Hillary Clinton’s visit to Seattle,positive,0.13636363636363635
RT  The one thing Hillary is truly GOOD at...insulting voters. #tcot  ,positive,0.7
Man's obituary: 'Do not vote for Clinton'  #politics,neutral,0.0
"RT  Is there a ""Plan B"" to keep Obama in office or hand it to Hillary if Trump wins?  Some think so... ",positive,0.3
You protesters think  will make change.  It will never happen. #PresidentTrump will make real change and #MAGA! #NeverHillary ,positive,0.25
"RT  Oh shit, Evelyn Farkas was working for Hillary when she was involved with the political spying on Trump camp and leaks…",negative,-0.1
RT  Five Clinton aides received immunity deals in FBI probe -  #PolicticalNews #ConservativeNews,neutral,0.0
RT  Wolf Blitzer Lied on #FakeNews  Said Trump Dossier Paid for By Republicans to Cover Up for Hillary Clinton https:…,neutral,0.0
"RT  FACT: Mark Penn, Hillary's 2008 chief campaign strategist, wrote a strategy memo laying foundation for birtherism. ",neutral,0.0
BREAKING: Clinton directed her maid to print out classified materials  #LockHerUp #IfICouldChangeHistory   ,neutral,0.0
"RT  ""Spicer: There’s More Evidence CNN Colluded With Clinton Than Trump With Russia"" #mustread #feedly ",positive,0.5
The Latest: Clinton proposes cap on family child-care costs  #business,positive,0.5
America will have its #Changexit on Tuesday Nov. 8 #ClintonXit #VoteTrump and #MAGA  #TrumpForPresident ,neutral,0.0
RT  🚨FBI's Andrew McCabe (who's wife was sent $700K by Clinton/McAuliffe) may be handling the Russia probe. Corruption.🚨 h…,neutral,0.0
RT  Gonna be a good time but those saying she's gonna crucify me also insisted Hillary would win the election so... #TomiChelse…,positive,0.75
Is Hillary Clinton as accessible to media as her campaign says?  #politics,positive,0.375
"RT  Trump: Clinton 'Divides People Into Baskets As Though They Were Objects, Not Human Beings'  https:/…",neutral,0.0
RT  #ThingsMoreTrustedThanHillary one of those  weird fucks who don't like doritos,negative,-0.5
#TimeTravelerProblems Hillary still running for president...(2008),neutral,0.0
"#ILoveHillary #IloveObama Too many bushes on the field, sorry #JebWeCan #Clinton2016",neutral,0.0
RT  We are proud Deplorables &amp; we're not gonna take it anymore Hillary ! #Deplorables #LesDeplorables #CrookedHillary ,positive,1.0
RT  WaPo Poll Reveals Trump Would Still Beat Clinton By 43%  ,neutral,0.0
RT  BREAKING🚨 Wikileaks proves #ObamaKnew that Hillary Clinton was using a private email server but he lied to all of us!  Spread…,positive,0.15
"In Everett, Clinton pledges to use ‘bully pulpit’ to defend workers’ rights  #local",neutral,0.0
Hillary Clinton couldn't care less about Americans. Vote for her is vote against people! #IndictHillary ,negative,-0.20833333333333331
RT    Did you lecture Hillary for calling black youth super predators that needed to  heel  https:…,positive,0.08333333333333333
Sanders Not Being Vetted For Clinton VP Pick: WSJ  #politics,neutral,0.0
"RT  ""*HUGE* - Clinton Foundation fought to keep affordable generic AIDS medication OUT OF THE US TO PROTECT BIG PHARMA"" https:/…",positive,0.13333333333333336
"Hillary not only stole property when she left the WH, she stole public records from State Dept.- thief and a liar!  ",neutral,0.0
RT  #makemehateyouinonephrase  Hillary is the most qualified person to ever run for president...,positive,0.5
"Leaked emails: Clinton allies pondered polling in 2008 on rumors about Obama’s cocaine use, his fat...  #politics",neutral,0.0
RT  VINDICATED Fmr HuffPost Writer: We Are Being Gaslighted- Hillary’s Health is Horrific  #ac360 #nyc…,negative,-1.0
